Stress,Region,Station,WY,fWY,nDays,totalDays,propDays
High,Suisun Marsh,GYS,2017,2017,7,362,0.019
High,Suisun Marsh,GYS,2018,2018,0,339,0
High,Suisun Marsh,GYS,2019,2019,2,358,0.006
High,Suisun Marsh,HUN,2011,2011,0,364,0
High,Suisun Marsh,HUN,2012,2012,0,366,0
High,Suisun Marsh,HUN,2013,2013,3,365,0.008
High,Suisun Marsh,HUN,2014,2014,0,363,0
High,Suisun Marsh,HUN,2015,2015,0,362,0
High,Suisun Marsh,HUN,2016,2016,0,364,0
High,Suisun Marsh,HUN,2017,2017,0,362,0
High,Suisun Marsh,HUN,2018,2018,0,360,0
High,Suisun Marsh,HUN,2019,2019,0,364,0
High,Suisun Marsh,IBS,2010,2010,0,360,0
High,Suisun Marsh,IBS,2011,2011,0,362,0
High,Suisun Marsh,IBS,2012,2012,0,358,0
High,Suisun Marsh,IBS,2013,2013,6,360,0.017
High,Suisun Marsh,IBS,2014,2014,0,363,0
High,Suisun Marsh,IBS,2015,2015,0,362,0
High,Suisun Marsh,IBS,2016,2016,0,362,0
High,Suisun Marsh,IBS,2017,2017,4,360,0.011
High,Suisun Marsh,IBS,2018,2018,0,343,0
High,Suisun Marsh,IBS,2019,2019,2,354,0.006
High,Suisun Marsh,NSL,2010,2010,0,363,0
High,Suisun Marsh,NSL,2011,2011,0,361,0
High,Suisun Marsh,NSL,2012,2012,0,366,0
High,Suisun Marsh,NSL,2013,2013,2,365,0.005
High,Suisun Marsh,NSL,2014,2014,0,363,0
High,Suisun Marsh,NSL,2015,2015,0,346,0
High,Suisun Marsh,NSL,2016,2016,0,314,0
High,Suisun Marsh,NSL,2017,2017,0,362,0
High,Suisun Marsh,NSL,2018,2018,0,362,0
High,Suisun Marsh,NSL,2019,2019,0,363,0
High,Suisun Marsh,SNC,2010,2010,1,365,0.003
High,Suisun Marsh,SNC,2011,2011,6,363,0.017
High,Suisun Marsh,SNC,2012,2012,0,366,0
High,Suisun Marsh,SNC,2013,2013,7,360,0.019
High,Suisun Marsh,SNC,2014,2014,1,356,0.003
High,Suisun Marsh,SNC,2015,2015,0,363,0
High,Suisun Marsh,SNC,2016,2016,10,356,0.028
High,Suisun Marsh,SNC,2017,2017,7,359,0.019
High,Suisun Marsh,SNC,2018,2018,4,361,0.011
High,Suisun Marsh,SNC,2019,2019,9,360,0.025
High,Suisun Marsh,TEA,2011,2011,7,361,0.019
High,Suisun Marsh,TEA,2012,2012,4,366,0.011
High,Suisun Marsh,TEA,2013,2013,10,363,0.028
High,Suisun Marsh,TEA,2014,2014,3,363,0.008
High,Suisun Marsh,TEA,2015,2015,2,362,0.006
High,Suisun Marsh,TEA,2016,2016,15,363,0.041
High,Suisun Marsh,TEA,2017,2017,17,362,0.047
High,Suisun Marsh,TEA,2018,2018,7,360,0.019
High,Suisun Marsh,TEA,2019,2019,5,362,0.014
High,Suisun Marsh,VOL,2010,2010,0,364,0
High,Suisun Marsh,VOL,2011,2011,0,363,0
High,Suisun Marsh,VOL,2012,2012,0,366,0
High,Suisun Marsh,VOL,2013,2013,5,365,0.014
High,Suisun Marsh,VOL,2014,2014,0,363,0
High,Suisun Marsh,VOL,2015,2015,0,362,0
High,Suisun Marsh,VOL,2016,2016,0,364,0
High,Suisun Marsh,VOL,2017,2017,2,362,0.006
High,Suisun Marsh,VOL,2018,2018,0,362,0
High,Suisun Marsh,VOL,2019,2019,1,363,0.003
Low,Central,BAC,2010,2010,245,358,0.684
Low,Central,BAC,2011,2011,248,362,0.685
Low,Central,BAC,2012,2012,254,339,0.749
Low,Central,BAC,2013,2013,224,363,0.617
Low,Central,BAC,2014,2014,226,365,0.619
Low,Central,BAC,2015,2015,212,363,0.584
Low,Central,BAC,2016,2016,214,364,0.588
Low,Central,BAC,2017,2017,246,357,0.689
Low,Central,BAC,2018,2018,231,365,0.633
Low,Central,BAC,2019,2019,233,363,0.642
Low,Central,BET,2010,2010,260,364,0.714
Low,Central,BET,2011,2011,248,363,0.683
Low,Central,BET,2012,2012,255,362,0.704
Low,Central,BET,2013,2013,240,360,0.667
Low,Central,BET,2014,2014,228,365,0.625
Low,Central,BET,2015,2015,226,363,0.623
Low,Central,BET,2016,2016,236,357,0.661
Low,Central,BET,2017,2017,241,357,0.675
Low,Central,BET,2018,2018,240,365,0.658
Low,Central,BET,2019,2019,231,338,0.683
Low,Central,CLC,2010,2010,239,358,0.668
Low,Central,CLC,2011,2011,237,363,0.653
Low,Central,CLC,2012,2012,218,364,0.599
Low,Central,CLC,2013,2013,230,360,0.639
Low,Central,CLC,2014,2014,223,364,0.613
Low,Central,CLC,2015,2015,209,361,0.579
Low,Central,CLC,2016,2016,213,364,0.585
Low,Central,CLC,2017,2017,251,364,0.69
Low,Central,CLC,2018,2018,242,361,0.67
Low,Central,CLC,2019,2019,219,342,0.64
Low,Central,DSJ,2011,2011,251,363,0.691
Low,Central,DSJ,2012,2012,250,355,0.704
Low,Central,DSJ,2013,2013,236,349,0.676
Low,Central,DSJ,2014,2014,227,365,0.622
Low,Central,DSJ,2015,2015,225,359,0.627
Low,Central,DSJ,2016,2016,239,365,0.655
Low,Central,DSJ,2017,2017,247,357,0.692
Low,Central,DSJ,2018,2018,248,363,0.683
Low,Central,DSJ,2019,2019,241,363,0.664
Low,Central,FRP,2010,2010,246,363,0.678
Low,Central,FRP,2011,2011,250,363,0.689
Low,Central,FRP,2012,2012,237,355,0.668
Low,Central,FRP,2013,2013,228,357,0.639
Low,Central,FRP,2014,2014,226,365,0.619
Low,Central,FRP,2015,2015,213,355,0.6
Low,Central,FRP,2016,2016,226,364,0.621
Low,Central,FRP,2017,2017,241,365,0.66
Low,Central,FRP,2018,2018,241,364,0.662
Low,Central,FRP,2019,2019,238,357,0.667
Low,Central,HLL,2010,2010,250,365,0.685
Low,Central,HLL,2011,2011,250,363,0.689
Low,Central,HLL,2012,2012,248,363,0.683
Low,Central,HLL,2013,2013,232,361,0.643
Low,Central,HLL,2014,2014,221,362,0.61
Low,Central,HLL,2015,2015,218,363,0.601
Low,Central,HLL,2016,2016,216,356,0.607
Low,Central,HLL,2017,2017,249,363,0.686
Low,Central,HLL,2018,2018,219,344,0.637
Low,Central,HLL,2019,2019,239,362,0.66
Low,Central,HLT,2010,2010,238,355,0.67
Low,Central,HLT,2011,2011,245,355,0.69
Low,Central,HLT,2012,2012,232,360,0.644
Low,Central,HLT,2013,2013,229,360,0.636
Low,Central,HLT,2014,2014,231,365,0.633
Low,Central,HLT,2015,2015,218,355,0.614
Low,Central,HLT,2016,2016,223,364,0.613
Low,Central,HLT,2017,2017,254,360,0.706
Low,Central,HLT,2018,2018,229,345,0.664
Low,Central,HLT,2019,2019,223,337,0.662
Low,Central,HOL,2010,2010,250,365,0.685
Low,Central,HOL,2011,2011,245,358,0.684
Low,Central,HOL,2012,2012,248,360,0.689
Low,Central,HOL,2013,2013,233,360,0.647
Low,Central,HOL,2014,2014,224,365,0.614
Low,Central,HOL,2015,2015,221,357,0.619
Low,Central,HOL,2016,2016,224,362,0.619
Low,Central,HOL,2017,2017,246,361,0.681
Low,Central,HOL,2018,2018,227,350,0.649
Low,Central,HOL,2019,2019,233,354,0.658
Low,Central,MDM,2011,2011,239,358,0.668
Low,Central,MDM,2012,2012,216,357,0.605
Low,Central,MDM,2013,2013,223,358,0.623
Low,Central,MDM,2014,2014,225,364,0.618
Low,Central,MDM,2015,2015,207,346,0.598
Low,Central,MDM,2016,2016,188,364,0.516
Low,Central,MDM,2017,2017,254,364,0.698
Low,Central,MDM,2018,2018,214,333,0.643
Low,Central,MDM,2019,2019,227,355,0.639
Low,Central,MTB,2010,2010,247,363,0.68
Low,Central,MTB,2011,2011,251,361,0.695
Low,Central,MTB,2012,2012,221,362,0.61
Low,Central,MTB,2013,2013,214,353,0.606
Low,Central,MTB,2014,2014,225,360,0.625
Low,Central,MTB,2015,2015,218,363,0.601
Low,Central,MTB,2016,2016,219,364,0.602
Low,Central,MTB,2017,2017,263,360,0.731
Low,Central,MTB,2018,2018,244,365,0.668
Low,Central,MTB,2019,2019,232,346,0.671
Low,Central,MUP,2011,2011,239,361,0.662
Low,Central,MUP,2012,2012,222,362,0.613
Low,Central,MUP,2013,2013,218,360,0.606
Low,Central,MUP,2014,2014,226,362,0.624
Low,Central,MUP,2015,2015,215,358,0.601
Low,Central,MUP,2016,2016,211,359,0.588
Low,Central,MUP,2017,2017,254,357,0.711
Low,Central,MUP,2018,2018,240,315,0.762
Low,Central,OBI,2010,2010,244,362,0.674
Low,Central,OBI,2011,2011,245,356,0.688
Low,Central,OBI,2012,2012,236,361,0.654
Low,Central,OBI,2013,2013,223,350,0.637
Low,Central,OBI,2014,2014,222,358,0.62
Low,Central,OBI,2015,2015,211,346,0.61
Low,Central,OBI,2016,2016,221,362,0.61
Low,Central,OBI,2017,2017,254,349,0.728
Low,Central,OBI,2018,2018,222,352,0.631
Low,Central,OBI,2019,2019,218,337,0.647
Low,Central,OH4,2011,2011,248,360,0.689
Low,Central,OH4,2012,2012,226,364,0.621
Low,Central,OH4,2013,2013,219,353,0.62
Low,Central,OH4,2014,2014,228,361,0.632
Low,Central,OH4,2015,2015,214,355,0.603
Low,Central,OH4,2016,2016,211,363,0.581
Low,Central,OH4,2017,2017,254,363,0.7
Low,Central,OH4,2018,2018,226,357,0.633
Low,Central,OH4,2019,2019,228,344,0.663
Low,Central,ORI,2012,2012,221,362,0.61
Low,Central,ORI,2013,2013,237,360,0.658
Low,Central,ORI,2014,2014,222,358,0.62
Low,Central,ORI,2015,2015,211,352,0.599
Low,Central,ORI,2016,2016,213,361,0.59
Low,Central,ORI,2017,2017,244,347,0.703
Low,Central,ORI,2018,2018,243,356,0.683
Low,Central,ORI,2019,2019,236,343,0.688
Low,Central,ORQ,2010,2010,254,360,0.706
Low,Central,ORQ,2011,2011,252,362,0.696
Low,Central,ORQ,2012,2012,254,357,0.711
Low,Central,ORQ,2013,2013,237,360,0.658
Low,Central,ORQ,2014,2014,226,361,0.626
Low,Central,ORQ,2015,2015,218,357,0.611
Low,Central,ORQ,2016,2016,230,360,0.639
Low,Central,ORQ,2017,2017,254,363,0.7
Low,Central,ORQ,2018,2018,245,356,0.688
Low,Central,ORQ,2019,2019,235,350,0.671
Low,Central,RRI,2010,2010,246,360,0.683
Low,Central,RRI,2011,2011,242,362,0.669
Low,Central,RRI,2012,2012,230,365,0.63
Low,Central,RRI,2013,2013,215,360,0.597
Low,Central,RRI,2014,2014,228,365,0.625
Low,Central,RRI,2015,2015,187,361,0.518
Low,Central,RRI,2016,2016,207,360,0.575
Low,Central,RRI,2017,2017,252,360,0.7
Low,Central,RRI,2018,2018,242,360,0.672
Low,Central,RRI,2019,2019,240,360,0.667
Low,Central,TRN,2010,2010,216,330,0.655
Low,Central,TRN,2011,2011,248,363,0.683
Low,Central,TRN,2012,2012,233,358,0.651
Low,Central,TRN,2013,2013,224,362,0.619
Low,Central,TRN,2014,2014,234,365,0.641
Low,Central,TRN,2015,2015,208,360,0.578
Low,Central,TRN,2016,2016,198,343,0.577
Low,Central,TRN,2017,2017,244,348,0.701
Low,Central,TRN,2018,2018,232,339,0.684
Low,Central,TRN,2019,2019,205,316,0.649
Low,Central,VCU,2010,2010,245,360,0.681
Low,Central,VCU,2011,2011,225,347,0.648
Low,Central,VCU,2012,2012,226,364,0.621
Low,Central,VCU,2013,2013,225,359,0.627
Low,Central,VCU,2014,2014,228,357,0.639
Low,Central,VCU,2015,2015,222,360,0.617
Low,Central,VCU,2016,2016,213,355,0.6
Low,Central,VCU,2017,2017,250,354,0.706
Low,Central,VCU,2018,2018,237,342,0.693
Low,Central,VCU,2019,2019,237,355,0.668
Low,Central,VIC,2010,2010,244,360,0.678
Low,Central,VIC,2011,2011,241,363,0.664
Low,Central,VIC,2012,2012,218,361,0.604
Low,Central,VIC,2013,2013,218,359,0.607
Low,Central,VIC,2014,2014,228,365,0.625
Low,Central,VIC,2015,2015,215,363,0.592
Low,Central,VIC,2016,2016,212,364,0.582
Low,Central,VIC,2017,2017,262,363,0.722
Low,Central,VIC,2018,2018,237,362,0.655
Low,Central,VIC,2019,2019,238,362,0.657
Low,Confluence,ANC,2010,2010,295,350,0.843
Low,Confluence,ANC,2011,2011,265,363,0.73
Low,Confluence,ANC,2012,2012,289,364,0.794
Low,Confluence,ANC,2013,2013,272,349,0.779
Low,Confluence,ANC,2014,2014,241,363,0.664
Low,Confluence,ANC,2015,2015,235,357,0.658
Low,Confluence,ANC,2016,2016,277,365,0.759
Low,Confluence,ANC,2017,2017,264,359,0.735
Low,Confluence,ANH,2010,2010,309,363,0.851
Low,Confluence,ANH,2011,2011,264,363,0.727
Low,Confluence,ANH,2012,2012,289,366,0.79
Low,Confluence,ANH,2013,2013,292,365,0.8
Low,Confluence,ANH,2014,2014,245,358,0.684
Low,Confluence,ANH,2015,2015,241,362,0.666
Low,Confluence,ANH,2016,2016,276,363,0.76
Low,Confluence,ANH,2017,2017,264,360,0.733
Low,Confluence,ANH,2018,2018,284,362,0.785
Low,Confluence,ANH,2019,2019,248,362,0.685
Low,Confluence,BLP,2011,2011,244,353,0.691
Low,Confluence,BLP,2012,2012,242,364,0.665
Low,Confluence,BLP,2013,2013,248,339,0.732
Low,Confluence,BLP,2014,2014,240,363,0.661
Low,Confluence,BLP,2015,2015,224,338,0.663
Low,Confluence,BLP,2016,2016,261,355,0.735
Low,Confluence,BLP,2017,2017,262,355,0.738
Low,Confluence,BLP,2018,2018,275,363,0.758
Low,Confluence,BLP,2019,2019,253,365,0.693
Low,Confluence,EMM,2010,2010,310,358,0.866
Low,Confluence,EMM,2011,2011,282,360,0.783
Low,Confluence,EMM,2012,2012,271,352,0.77
Low,Confluence,EMM,2013,2013,263,363,0.725
Low,Confluence,EMM,2014,2014,239,365,0.655
Low,Confluence,EMM,2015,2015,239,363,0.658
Low,Confluence,EMM,2016,2016,267,364,0.734
Low,Confluence,EMM,2017,2017,274,362,0.757
Low,Confluence,EMM,2018,2018,268,358,0.749
Low,Confluence,EMM,2019,2019,274,365,0.751
Low,Confluence,FAL,2010,2010,291,356,0.817
Low,Confluence,FAL,2011,2011,259,362,0.715
Low,Confluence,FAL,2012,2012,276,363,0.76
Low,Confluence,FAL,2013,2013,270,359,0.752
Low,Confluence,FAL,2014,2014,236,349,0.676
Low,Confluence,FAL,2015,2015,236,361,0.654
Low,Confluence,FAL,2016,2016,249,361,0.69
Low,Confluence,FAL,2017,2017,270,365,0.74
Low,Confluence,FAL,2018,2018,258,343,0.752
Low,Confluence,FAL,2019,2019,240,349,0.688
Low,Confluence,JER,2010,2010,302,361,0.837
Low,Confluence,JER,2011,2011,260,362,0.718
Low,Confluence,JER,2012,2012,274,361,0.759
Low,Confluence,JER,2013,2013,267,365,0.732
Low,Confluence,JER,2014,2014,235,365,0.644
Low,Confluence,JER,2015,2015,236,363,0.65
Low,Confluence,JER,2016,2016,259,364,0.712
Low,Confluence,JER,2017,2017,270,365,0.74
Low,Confluence,JER,2018,2018,263,362,0.727
Low,Confluence,JER,2019,2019,253,363,0.697
Low,Confluence,LPS,2011,2011,272,363,0.749
Low,Confluence,LPS,2012,2012,264,365,0.723
Low,Confluence,LPS,2013,2013,246,363,0.678
Low,Confluence,LPS,2014,2014,231,365,0.633
Low,Confluence,LPS,2015,2015,226,362,0.624
Low,Confluence,LPS,2016,2016,235,362,0.649
Low,Confluence,LPS,2017,2017,264,357,0.739
Low,Confluence,LPS,2018,2018,252,359,0.702
Low,Confluence,LPS,2019,2019,273,353,0.773
Low,Confluence,MOK,2010,2010,284,365,0.778
Low,Confluence,MOK,2011,2011,286,365,0.784
Low,Confluence,MOK,2012,2012,273,364,0.75
Low,Confluence,MOK,2013,2013,237,347,0.683
Low,Confluence,MOK,2014,2014,226,356,0.635
Low,Confluence,MOK,2016,2016,239,350,0.683
Low,Confluence,MOK,2017,2017,270,363,0.744
Low,Confluence,MOK,2018,2018,240,344,0.698
Low,Confluence,MOK,2019,2019,254,341,0.745
Low,Confluence,OSJ,2010,2010,263,363,0.725
Low,Confluence,OSJ,2011,2011,255,363,0.702
Low,Confluence,OSJ,2012,2012,265,366,0.724
Low,Confluence,OSJ,2014,2014,229,362,0.633
Low,Confluence,OSJ,2015,2015,225,349,0.645
Low,Confluence,OSJ,2016,2016,231,361,0.64
Low,Confluence,OSJ,2017,2017,257,362,0.71
Low,Confluence,OSJ,2018,2018,246,349,0.705
Low,Confluence,OSJ,2019,2019,234,334,0.701
Low,Confluence,PPT,2010,2010,256,363,0.705
Low,Confluence,PPT,2011,2011,254,363,0.7
Low,Confluence,PPT,2012,2012,247,363,0.68
Low,Confluence,PPT,2013,2013,237,362,0.655
Low,Confluence,PPT,2014,2014,232,365,0.636
Low,Confluence,PPT,2015,2015,229,360,0.636
Low,Confluence,PPT,2016,2016,230,362,0.635
Low,Confluence,PPT,2017,2017,268,361,0.742
Low,Confluence,PPT,2018,2018,245,362,0.677
Low,Confluence,PPT,2019,2019,247,361,0.684
Low,Confluence,PRI,2010,2010,261,361,0.723
Low,Confluence,PRI,2011,2011,257,363,0.708
Low,Confluence,PRI,2012,2012,263,366,0.719
Low,Confluence,PRI,2013,2013,238,359,0.663
Low,Confluence,PRI,2014,2014,197,324,0.608
Low,Confluence,PRI,2015,2015,227,352,0.645
Low,Confluence,PRI,2016,2016,218,349,0.625
Low,Confluence,PRI,2017,2017,266,351,0.758
Low,Confluence,PRI,2018,2018,247,352,0.702
Low,Confluence,PRI,2019,2019,248,351,0.707
Low,Confluence,RIV,2010,2010,315,364,0.865
Low,Confluence,RIV,2011,2011,305,363,0.84
Low,Confluence,RIV,2012,2012,257,329,0.781
Low,Confluence,RIV,2013,2013,252,363,0.694
Low,Confluence,RIV,2014,2014,233,364,0.64
Low,Confluence,RIV,2015,2015,230,357,0.644
Low,Confluence,RIV,2016,2016,267,366,0.73
Low,Confluence,RIV,2017,2017,272,361,0.753
Low,Confluence,RIV,2018,2018,272,364,0.747
Low,Confluence,RIV,2019,2019,284,364,0.78
Low,Confluence,RVB,2010,2010,307,363,0.846
Low,Confluence,RVB,2011,2011,300,364,0.824
Low,Confluence,RVB,2012,2012,297,366,0.811
Low,Confluence,RVB,2013,2013,260,363,0.716
Low,Confluence,RVB,2014,2014,232,365,0.636
Low,Confluence,RVB,2015,2015,234,362,0.646
Low,Confluence,RVB,2016,2016,268,364,0.736
Low,Confluence,RVB,2017,2017,275,360,0.764
Low,Confluence,RVB,2018,2018,268,362,0.74
Low,Confluence,RVB,2019,2019,282,363,0.777
Low,Confluence,SAL,2010,2010,280,365,0.767
Low,Confluence,SAL,2011,2011,262,363,0.722
Low,Confluence,SAL,2012,2012,257,360,0.714
Low,Confluence,SAL,2013,2013,237,361,0.657
Low,Confluence,SAL,2014,2014,227,365,0.622
Low,Confluence,SAL,2015,2015,225,361,0.623
Low,Confluence,SAL,2016,2016,239,364,0.657
Low,Confluence,SAL,2017,2017,270,352,0.767
Low,Confluence,SAL,2018,2018,212,278,0.763
Low,Confluence,SAL,2019,2019,227,331,0.686
Low,Confluence,SDI,2011,2011,295,362,0.815
Low,Confluence,SDI,2012,2012,289,360,0.803
Low,Confluence,SDI,2013,2013,266,363,0.733
Low,Confluence,SDI,2014,2014,240,363,0.661
Low,Confluence,SDI,2015,2015,232,355,0.654
Low,Confluence,SDI,2016,2016,279,366,0.762
Low,Confluence,SDI,2018,2018,265,346,0.766
Low,Confluence,SDI,2019,2019,268,340,0.788
Low,Confluence,SRV,2011,2011,293,362,0.809
Low,Confluence,SRV,2012,2012,295,366,0.806
Low,Confluence,SRV,2013,2013,255,365,0.699
Low,Confluence,SRV,2014,2014,232,363,0.639
Low,Confluence,SRV,2015,2015,235,361,0.651
Low,Confluence,SRV,2016,2016,267,365,0.732
Low,Confluence,SRV,2017,2017,275,364,0.755
Low,Confluence,SRV,2018,2018,268,360,0.744
Low,Confluence,SRV,2019,2019,277,350,0.791
Low,Confluence,STI,2010,2010,279,365,0.764
Low,Confluence,STI,2011,2011,273,361,0.756
Low,Confluence,STI,2012,2012,262,361,0.726
Low,Confluence,STI,2013,2013,240,361,0.665
Low,Confluence,STI,2014,2014,228,363,0.628
Low,Confluence,STI,2015,2015,223,363,0.614
Low,Confluence,STI,2016,2016,240,364,0.659
Low,Confluence,STI,2017,2017,260,353,0.737
Low,Confluence,STI,2018,2018,256,365,0.701
Low,Confluence,STI,2019,2019,266,358,0.743
Low,Confluence,TMS,2010,2010,303,365,0.83
Low,Confluence,TMS,2011,2011,263,359,0.733
Low,Confluence,TMS,2012,2012,264,353,0.748
Low,Confluence,TMS,2013,2013,218,323,0.675
Low,Confluence,TMS,2014,2014,249,359,0.694
Low,Confluence,TMS,2015,2015,249,365,0.682
Low,Confluence,TMS,2016,2016,263,364,0.723
Low,Confluence,TMS,2017,2017,271,359,0.755
Low,Confluence,TMS,2018,2018,263,365,0.721
Low,Confluence,TMS,2019,2019,243,352,0.69
Low,Confluence,TSL,2010,2010,297,365,0.814
Low,Confluence,TSL,2011,2011,265,363,0.73
Low,Confluence,TSL,2012,2012,269,353,0.762
Low,Confluence,TSL,2013,2013,262,362,0.724
Low,Confluence,TSL,2014,2014,237,363,0.653
Low,Confluence,TSL,2015,2015,235,360,0.653
Low,Confluence,TSL,2016,2016,256,360,0.711
Low,Confluence,TSL,2017,2017,271,365,0.742
Low,Confluence,TSL,2018,2018,265,363,0.73
Low,Confluence,TSL,2019,2019,255,360,0.708
Low,North Delta,BKS,2010,2010,275,349,0.788
Low,North Delta,BKS,2011,2011,249,359,0.694
Low,North Delta,BKS,2012,2012,260,346,0.751
Low,North Delta,BKS,2013,2013,247,341,0.724
Low,North Delta,BKS,2014,2014,232,361,0.643
Low,North Delta,BKS,2015,2015,243,354,0.686
Low,North Delta,BKS,2016,2016,214,281,0.762
Low,North Delta,BKS,2017,2017,225,326,0.69
Low,North Delta,BKS,2018,2018,247,316,0.782
Low,North Delta,BKS,2019,2019,248,345,0.719
Low,North Delta,DLC,2011,2011,295,364,0.81
Low,North Delta,DLC,2012,2012,290,364,0.797
Low,North Delta,DLC,2013,2013,227,362,0.627
Low,North Delta,DLC,2014,2014,218,365,0.597
Low,North Delta,DLC,2015,2015,214,360,0.594
Low,North Delta,DLC,2016,2016,260,364,0.714
Low,North Delta,DLC,2017,2017,270,359,0.752
Low,North Delta,DLC,2018,2018,267,357,0.748
Low,North Delta,DLC,2019,2019,249,326,0.764
Low,North Delta,DWS,2012,2012,270,364,0.742
Low,North Delta,DWS,2013,2013,244,361,0.676
Low,North Delta,DWS,2014,2014,230,364,0.632
Low,North Delta,DWS,2015,2015,227,351,0.647
Low,North Delta,DWS,2016,2016,260,366,0.71
Low,North Delta,DWS,2017,2017,263,360,0.731
Low,North Delta,DWS,2018,2018,256,359,0.713
Low,North Delta,DWS,2019,2019,229,335,0.684
Low,North Delta,GES,2011,2011,313,364,0.86
Low,North Delta,GES,2012,2012,306,365,0.838
Low,North Delta,GES,2013,2013,250,362,0.691
Low,North Delta,GES,2014,2014,213,362,0.588
Low,North Delta,GES,2015,2015,223,355,0.628
Low,North Delta,GES,2016,2016,276,366,0.754
Low,North Delta,GES,2017,2017,278,358,0.777
Low,North Delta,GES,2018,2018,270,354,0.763
Low,North Delta,GES,2019,2019,284,351,0.809
Low,North Delta,GSS,2011,2011,319,364,0.876
Low,North Delta,GSS,2012,2012,308,359,0.858
Low,North Delta,GSS,2013,2013,252,362,0.696
Low,North Delta,GSS,2014,2014,218,364,0.599
Low,North Delta,GSS,2015,2015,227,360,0.631
Low,North Delta,GSS,2016,2016,280,365,0.767
Low,North Delta,GSS,2017,2017,278,359,0.774
Low,North Delta,GSS,2018,2018,270,358,0.754
Low,North Delta,GSS,2019,2019,298,359,0.83
Low,North Delta,HWB,2011,2011,315,365,0.863
Low,North Delta,HWB,2012,2012,315,366,0.861
Low,North Delta,HWB,2013,2013,246,365,0.674
Low,North Delta,HWB,2014,2014,218,363,0.601
Low,North Delta,HWB,2015,2015,222,360,0.617
Low,North Delta,HWB,2016,2016,273,365,0.748
Low,North Delta,HWB,2017,2017,280,361,0.776
Low,North Delta,HWB,2018,2018,268,358,0.749
Low,North Delta,HWB,2019,2019,281,347,0.81
Low,North Delta,LIS,2012,2012,206,362,0.569
Low,North Delta,LIS,2013,2013,216,356,0.607
Low,North Delta,LIS,2014,2014,216,361,0.598
Low,North Delta,LIS,2015,2015,254,358,0.709
Low,North Delta,LIS,2016,2016,223,364,0.613
Low,North Delta,LIS,2017,2017,231,359,0.643
Low,North Delta,LIS,2018,2018,218,339,0.643
Low,North Delta,LIS,2019,2019,189,318,0.594
Low,North Delta,SRH,2010,2010,312,364,0.857
Low,North Delta,SRH,2011,2011,318,358,0.888
Low,North Delta,SRH,2012,2012,312,365,0.855
Low,North Delta,SRH,2013,2013,252,364,0.692
Low,North Delta,SRH,2014,2014,216,365,0.592
Low,North Delta,SRH,2015,2015,223,363,0.614
Low,North Delta,SRH,2016,2016,290,365,0.795
Low,North Delta,SRH,2017,2017,283,363,0.78
Low,North Delta,SRH,2018,2018,281,361,0.778
Low,North Delta,SRH,2019,2019,291,363,0.802
Low,South,BDT,2010,2010,264,365,0.723
Low,South,BDT,2011,2011,350,363,0.964
Low,South,BDT,2012,2012,259,366,0.708
Low,South,BDT,2013,2013,241,363,0.664
Low,South,BDT,2014,2014,229,365,0.627
Low,South,BDT,2015,2015,207,362,0.572
Low,South,BDT,2016,2016,219,364,0.602
Low,South,BDT,2017,2017,322,363,0.887
Low,South,BDT,2018,2018,251,365,0.688
Low,South,BDT,2019,2019,273,363,0.752
Low,South,DGL,2010,2010,261,365,0.715
Low,South,DGL,2011,2011,312,335,0.931
Low,South,DGL,2012,2012,242,357,0.678
Low,South,DGL,2013,2013,220,343,0.641
Low,South,DGL,2014,2014,224,363,0.617
Low,South,DGL,2015,2015,213,355,0.6
Low,South,DGL,2016,2016,216,364,0.593
Low,South,DGL,2017,2017,310,354,0.876
Low,South,DGL,2018,2018,256,359,0.713
Low,South,DGL,2019,2019,257,349,0.736
Low,South,GCT,2010,2010,260,361,0.72
Low,South,GCT,2011,2011,332,361,0.92
Low,South,GCT,2012,2012,228,349,0.653
Low,South,GCT,2013,2013,240,362,0.663
Low,South,GCT,2014,2014,217,357,0.608
Low,South,GCT,2015,2015,216,354,0.61
Low,South,GCT,2016,2016,210,348,0.603
Low,South,GCT,2017,2017,303,343,0.883
Low,South,GCT,2018,2018,243,294,0.827
Low,South,GLC,2010,2010,248,360,0.689
Low,South,GLC,2011,2011,265,363,0.73
Low,South,GLC,2012,2012,229,364,0.629
Low,South,GLC,2013,2013,235,351,0.67
Low,South,GLC,2014,2014,216,346,0.624
Low,South,GLC,2015,2015,217,356,0.61
Low,South,GLC,2016,2016,215,362,0.594
Low,South,GLC,2017,2017,267,354,0.754
Low,South,GLC,2018,2018,237,351,0.675
Low,South,GLC,2019,2019,236,343,0.688
Low,South,MHO,2011,2011,228,323,0.706
Low,South,MHO,2012,2012,221,364,0.607
Low,South,MHO,2013,2013,200,354,0.565
Low,South,MHO,2014,2014,208,362,0.575
Low,South,MHO,2015,2015,225,360,0.625
Low,South,MHO,2016,2016,205,361,0.568
Low,South,MHO,2017,2017,268,362,0.74
Low,South,MHO,2018,2018,247,352,0.702
Low,South,MHO,2019,2019,239,357,0.669
Low,South,MSD,2010,2010,262,364,0.72
Low,South,MSD,2011,2011,334,363,0.92
Low,South,MSD,2012,2012,253,366,0.691
Low,South,MSD,2013,2013,239,363,0.658
Low,South,MSD,2014,2014,221,359,0.616
Low,South,MSD,2015,2015,207,362,0.572
Low,South,MSD,2016,2016,222,363,0.612
Low,South,MSD,2017,2017,336,361,0.931
